
Jogada : ((((NIL NIL NIL) (NIL NIL NIL) (NIL NIL NIL)) ((NIL NIL NIL) (NIL 0 NIL) (NIL NIL NIL)) ((X NIL NIL) (NIL NIL NIL) (NIL NIL NIL))) 1 0 ((((NIL NIL NIL) (NIL NIL NIL) (NIL NIL NIL)) ((NIL NIL NIL) (NIL NIL NIL) (NIL NIL NIL)) ((X NIL NIL) (NIL NIL NIL) (NIL NIL NIL))) 0 0 NIL 0) 0) | Valor da Posição : 21.0 | Cortes Alfa: 22 | Cortes Beta: 14 | Nos Analisados: 565 | Tempo Gasto: 1
Jogada : ((((NIL NIL NIL) (X NIL NIL) (NIL NIL 0)) ((NIL NIL NIL) (NIL 0 NIL) (NIL NIL NIL)) ((X NIL NIL) (NIL NIL NIL) (NIL NIL NIL))) 1 0 ((((NIL NIL NIL) (X NIL NIL) (NIL NIL NIL)) ((NIL NIL NIL) (NIL 0 NIL) (NIL NIL NIL)) ((X NIL NIL) (NIL NIL NIL) (NIL NIL NIL))) 0 0 NIL 0) 0) | Valor da Posição : 23.5 | Cortes Alfa: 1541 | Cortes Beta: 867 | Nos Analisados: 8842 | Tempo Gasto: 1
Jogada : ((((0 NIL NIL) (X NIL NIL) (NIL NIL 0)) ((NIL NIL NIL) (X 0 NIL) (NIL NIL NIL)) ((X NIL NIL) (NIL NIL NIL) (NIL NIL NIL))) 1 0 ((((NIL NIL NIL) (X NIL NIL) (NIL NIL 0)) ((NIL NIL NIL) (X 0 NIL) (NIL NIL NIL)) ((X NIL NIL) (NIL NIL NIL) (NIL NIL NIL))) 0 0 NIL 0) 0) | Valor da Posição : 25.5 | Cortes Alfa: 901 | Cortes Beta: 0 | Nos Analisados: 3666 | Tempo Gasto: 1
